Input,Output
"{{""skill"": ""project management"", ""weight"": 4},{""skill"": ""agile methodologies"", ""weight"": 3},{""skill"": ""leadership"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Project Manager"", ""job_description"": ""Lead and oversee projects, ensuring successful completion within scope and timeline."", ""job_growth(in percentage)"": ""8.0%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Project management"", ""Agile methodologies"", ""Leadership""]}, {""job_title"": ""Agile Project Manager"", ""job_description"": ""Facilitate Agile development processes, ensuring project success."", ""job_growth(in percentage)"": ""7.2%"", ""average_annual_salary(in LPA)"": 62, ""skills"": [""Agile methodologies"", ""Project management"", ""Leadership""]}, {""job_title"": ""Leadership Development Specialist"", ""job_description"": ""Develop and implement programs to enhance leadership skills within organizations."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Leadership"", ""Communication"", ""Agile methodologies""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 58, ""skills"": [""Communication"", ""Leadership"", ""Project management""]}, {""job_title"": ""Project Coordinator"", ""job_description"": ""Coordinate and oversee project activities, ensuring efficient execution."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Project management"", ""Agile methodologies"", ""Communication""]}]"
"{{""skill"": ""network administration"", ""weight"": 4},{""skill"": ""cybersecurity"", ""weight"": 3},{""skill"": ""troubleshooting"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Network Administrator"", ""job_description"": ""Manage and maintain computer networks, ensuring connectivity and security."", ""job_growth(in percentage)"": ""8.0%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Network administration"", ""Cybersecurity"", ""Troubleshooting""]}, {""job_title"": ""Cybersecurity Analyst"", ""job_description"": ""Monitor and analyze security vulnerabilities, implementing measures to protect data."", ""job_growth(in percentage)"": ""7.2%"", ""average_annual_salary(in LPA)"": 62, ""skills"": [""Cybersecurity"", ""Troubleshooting"", ""Network administration""]}, {""job_title"": ""Troubleshooting Specialist"", ""job_description"": ""Analyze and resolve technical issues, ensuring smooth system operation."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Troubleshooting"", ""Network administration"", ""Cybersecurity""]}, {""job_title"": ""IT Support Specialist"", ""job_description"": ""Provide technical support to end-users, addressing hardware and software issues."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 58, ""skills"": [""Network administration"", ""Communication"", ""Troubleshooting""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Communication"", ""Network administration"", ""Troubleshooting""]}]"
"{{""skill"": ""graphic design"", ""weight"": 5},{""skill"": ""adobe creative suite"", ""weight"": 4},{""skill"": ""creativity"", ""weight"": 3},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Graphic Designer"", ""job_description"": ""Create visual concepts using computer software, communicating ideas through images."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Graphic design"", ""Adobe Creative Suite"", ""Creativity""]}, {""job_title"": ""Creative Director"", ""job_description"": ""Lead creative teams, overseeing the development of visual content and campaigns."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 58, ""skills"": [""Creativity"", ""Graphic design"", ""Adobe Creative Suite""]}, {""job_title"": ""Adobe Creative Specialist"", ""job_description"": ""Utilize Adobe Creative Suite to create and edit visual content for various platforms."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Adobe Creative Suite"", ""Creativity"", ""Graphic design""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Graphic design"", ""Creativity""]}, {""job_title"": ""Visual Content Producer"", ""job_description"": ""Produce visual content for marketing and promotional purposes, ensuring brand consistency."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 50, ""skills"": [""Graphic design"", ""Creativity"", ""Adobe Creative Suite""]}]"
"{{""skill"": ""data analysis"", ""weight"": 4},{""skill"": ""statistics"", ""weight"": 3},{""skill"": ""programming"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Data Analyst"", ""job_description"": ""Analyze and interpret data to provide valuable insights for decision-making."", ""job_growth(in percentage)"": ""8.0%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Data analysis"", ""Statistics"", ""Programming""]}, {""job_title"": ""Statistician"", ""job_description"": ""Utilize statistical techniques to interpret data and solve problems."", ""job_growth(in percentage)"": ""7.2%"", ""average_annual_salary(in LPA)"": 62, ""skills"": [""Statistics"", ""Programming"", ""Communication""]}, {""job_title"": ""Python Programmer"", ""job_description"": ""Develop applications using Python programming language."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Programming"", ""Data analysis"", ""Statistics""]}, {""job_title"": ""Communication Specialist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 58, ""skills"": [""Communication"", ""Data analysis"", ""Programming""]}, {""job_title"": ""Data Scientist"", ""job_description"": ""Utilize data analysis and programming to extract insights from complex datasets."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Programming"", ""Data analysis"", ""Statistics""]}]"
"{{""skill"": ""project management"", ""weight"": 5},{""skill"": ""leadership"", ""weight"": 4},{""skill"": ""problem-solving"", ""weight"": 3},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Project Manager"", ""job_description"": ""Lead and oversee projects, ensuring successful completion within scope and timeline."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""Project management"", ""Leadership"", ""Problem-solving""]}, {""job_title"": ""Team Leader"", ""job_description"": ""Guide and motivate teams to achieve project goals."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Leadership"", ""Project management"", ""Communication""]}, {""job_title"": ""Problem-solving Specialist"", ""job_description"": ""Analyze and resolve complex problems in project management."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Problem-solving"", ""Communication"", ""Project management""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Project management"", ""Leadership""]}, {""job_title"": ""Project Coordinator"", ""job_description"": ""Coordinate and oversee project activities, ensuring efficient execution."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Project management"", ""Communication"", ""Problem-solving""]}]"
"{{""skill"": ""cloud computing"", ""weight"": 4},{""skill"": ""network security"", ""weight"": 3},{""skill"": ""system administration"", ""weight"": 5},{""skill"": ""troubleshooting"", ""weight"": 2}}","[{""job_title"": ""Cloud Engineer"", ""job_description"": ""Design and maintain cloud-based solutions, ensuring scalability and security."", ""job_growth(in percentage)"": ""8.5%"", ""average_annual_salary(in LPA)"": 80, ""skills"": [""Cloud computing"", ""System administration"", ""Network security""]}, {""job_title"": ""Network Security Specialist"", ""job_description"": ""Implement and monitor network security measures to safeguard data."", ""job_growth(in percentage)"": ""7.2%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Network security"", ""Troubleshooting"", ""System administration""]}, {""job_title"": ""System Administrator"", ""job_description"": ""Manage and maintain computer systems and networks."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""System administration"", ""Cloud computing"", ""Network security""]}, {""job_title"": ""Troubleshooting Technician"", ""job_description"": ""Identify and resolve technical issues in systems and networks."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Troubleshooting"", ""System administration"", ""Cloud computing""]}, {""job_title"": ""Communication Specialist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Communication"", ""Network security"", ""Troubleshooting""]}]"
"{{""skill"": ""android development"", ""weight"": 4},{""skill"": ""java"", ""weight"": 3},{""skill"": ""problem-solving"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Android Developer"", ""job_description"": ""Design and develop Android applications, ensuring functionality and user experience."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""Android development"", ""Java"", ""Problem-solving""]}, {""job_title"": ""Java Developer"", ""job_description"": ""Create and maintain applications using the Java programming language."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Java"", ""Android development"", ""Communication""]}, {""job_title"": ""Problem-solving Specialist"", ""job_description"": ""Analyze and resolve complex problems in software development."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Problem-solving"", ""Communication"", ""Android development""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Problem-solving"", ""Java""]}, {""job_title"": ""Mobile App Developer"", ""job_description"": ""Create and optimize mobile applications for various platforms."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Java"", ""Problem-solving"", ""Android development""]}]"
"{{""skill"": ""financial analysis"", ""weight"": 5},{""skill"": ""accounting"", ""weight"": 4},{""skill"": ""excel"", ""weight"": 3},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Financial Analyst"", ""job_description"": ""Conduct financial analysis to support business decision-making and planning."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Financial analysis"", ""Accounting"", ""Excel""]}, {""job_title"": ""Accountant"", ""job_description"": ""Manage financial records and transactions, ensuring accuracy and compliance."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 58, ""skills"": [""Accounting"", ""Financial analysis"", ""Excel""]}, {""job_title"": ""Excel Specialist"", ""job_description"": ""Utilize advanced Excel functions to analyze and present data effectively."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Excel"", ""Financial analysis"", ""Communication""]}, {""job_title"": ""Financial Planner"", ""job_description"": ""Develop and implement financial plans, considering investment and risk management."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Financial analysis"", ""Communication"", ""Excel""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 50, ""skills"": [""Communication"", ""Financial analysis"", ""Excel""]}]"
"{{""skill"": ""graphic design"", ""weight"": 4},{""skill"": ""adobe creative suite"", ""weight"": 3},{""skill"": ""creativity"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Graphic Designer"", ""job_description"": ""Create visual concepts using computer software, communicating ideas through images."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Graphic design"", ""Adobe Creative Suite"", ""Creativity""]}, {""job_title"": ""Creative Director"", ""job_description"": ""Lead creative teams, overseeing the development of visual content and campaigns."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 58, ""skills"": [""Creativity"", ""Graphic design"", ""Adobe Creative Suite""]}, {""job_title"": ""Adobe Creative Specialist"", ""job_description"": ""Utilize Adobe Creative Suite to create and edit visual content for various platforms."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Adobe Creative Suite"", ""Creativity"", ""Graphic design""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Graphic design"", ""Creativity""]}, {""job_title"": ""Visual Content Producer"", ""job_description"": ""Produce visual content for marketing and promotional purposes, ensuring brand consistency."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 50, ""skills"": [""Graphic design"", ""Creativity"", ""Adobe Creative Suite""]}]"
"{{""skill"": ""python"", ""weight"": 5},{""skill"": ""machine learning"", ""weight"": 4},{""skill"": ""data science"", ""weight"": 3},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Python Developer"", ""job_description"": ""Develop and maintain applications using the Python programming language."", ""job_growth(in percentage)"": ""8.0%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Python"", ""Machine learning"", ""Data science""]}, {""job_title"": ""Machine Learning Engineer"", ""job_description"": ""Design and implement machine learning models for real-world applications."", ""job_growth(in percentage)"": ""7.2%"", ""average_annual_salary(in LPA)"": 62, ""skills"": [""Machine learning"", ""Python"", ""Communication""]}, {""job_title"": ""Data Scientist"", ""job_description"": ""Utilize data science techniques and machine learning algorithms to extract insights from complex datasets."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Data science"", ""Communication"", ""Machine learning""]}, {""job_title"": ""Communication Specialist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Data science"", ""Machine learning""]}, {""job_title"": ""AI Researcher"", ""job_description"": ""Conduct research to advance artificial intelligence technologies and applications."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Machine learning"", ""Data science"", ""Communication""]}]"
"{{""skill"": ""business analysis"", ""weight"": 4},{""skill"": ""data visualization"", ""weight"": 3},{""skill"": ""SQL"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Business Analyst"", ""job_description"": ""Analyze business processes and systems, providing insights for improvement."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""Business analysis"", ""Data visualization"", ""SQL""]}, {""job_title"": ""Data Visualization Specialist"", ""job_description"": ""Create compelling visual representations of data for better understanding."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Data visualization"", ""SQL"", ""Communication""]}, {""job_title"": ""SQL Developer"", ""job_description"": ""Design and maintain databases, writing SQL queries for data retrieval."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""SQL"", ""Communication"", ""Data visualization""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""SQL"", ""Data visualization""]}, {""job_title"": ""Data Scientist"", ""job_description"": ""Utilize data analysis and visualization tools to extract insights from complex datasets."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""SQL"", ""Data visualization"", ""Business analysis""]}]"
"{{""skill"": ""project management"", ""weight"": 5},{""skill"": ""agile methodologies"", ""weight"": 4},{""skill"": ""leadership"", ""weight"": 3},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Project Manager"", ""job_description"": ""Lead and oversee projects, ensuring successful completion within scope and timeline."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""Project management"", ""Agile methodologies"", ""Leadership""]}, {""job_title"": ""Agile Project Manager"", ""job_description"": ""Facilitate Agile development processes, ensuring project success."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Agile methodologies"", ""Project management"", ""Leadership""]}, {""job_title"": ""Leadership Development Specialist"", ""job_description"": ""Develop and implement programs to enhance leadership skills within organizations."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Leadership"", ""Communication"", ""Agile methodologies""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Project management"", ""Leadership""]}, {""job_title"": ""Project Coordinator"", ""job_description"": ""Coordinate and oversee project activities, ensuring efficient execution."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Project management"", ""Agile methodologies"", ""Communication""]}]"
"{{""skill"": ""network administration"", ""weight"": 4},{""skill"": ""cybersecurity"", ""weight"": 3},{""skill"": ""troubleshooting"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}]}","[{""job_title"": ""Network Administrator"", ""job_description"": ""Manage and maintain computer networks, ensuring connectivity and security."", ""job_growth(in percentage)"": ""8.0%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Network administration"", ""Cybersecurity"", ""Troubleshooting""]}, {""job_title"": ""Cybersecurity Analyst"", ""job_description"": ""Monitor and analyze security vulnerabilities, implementing measures to protect data."", ""job_growth(in percentage)"": ""7.2%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Cybersecurity"", ""Troubleshooting"", ""Network administration""]}, {""job_title"": ""Troubleshooting Specialist"", ""job_description"": ""Analyze and resolve technical issues, ensuring smooth system operation."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Troubleshooting"", ""Network administration"", ""Cybersecurity""]}, {""job_title"": ""IT Support Specialist"", ""job_description"": ""Provide technical support to end-users, addressing hardware and software issues."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 58, ""skills"": [""Network administration"", ""Communication"", ""Troubleshooting""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Communication"", ""Network administration"", ""Troubleshooting""]}]"
"{{""skill"": ""marketing strategy"", ""weight"": 5},{""skill"": ""content creation"", ""weight"": 4},{""skill"": ""social media management"", ""weight"": 3},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Marketing Strategist"", ""job_description"": ""Develop and execute marketing strategies to achieve business objectives."", ""job_growth(in percentage)"": ""8.0%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Marketing strategy"", ""Content creation"", ""Social media management""]}, {""job_title"": ""Content Marketing Manager"", ""job_description"": ""Create and oversee content strategies for marketing initiatives."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Content creation"", ""Marketing strategy"", ""Communication""]}, {""job_title"": ""Social Media Manager"", ""job_description"": ""Manage and optimize social media platforms for brand promotion."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Social media management"", ""Communication"", ""Marketing strategy""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Marketing strategy"", ""Content creation""]}, {""job_title"": ""Digital Marketing Specialist"", ""job_description"": ""Utilize digital channels for marketing campaigns, ensuring brand visibility."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 50, ""skills"": [""Marketing strategy"", ""Content creation"", ""Social media management""]}]"
"{{""skill"": ""UX design"", ""weight"": 4},{""skill"": ""user research"", ""weight"": 3},{""skill"": ""wireframing"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""UX Designer"", ""job_description"": ""Create intuitive and engaging user experiences through effective design."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""UX design"", ""User research"", ""Wireframing""]}, {""job_title"": ""User Researcher"", ""job_description"": ""Conduct research to understand user needs and preferences for product improvement."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""User research"", ""Wireframing"", ""Communication""]}, {""job_title"": ""Wireframing Specialist"", ""job_description"": ""Create detailed wireframes to visualize and plan digital interfaces."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Wireframing"", ""Communication"", ""User research""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Wireframing"", ""User research""]}, {""job_title"": ""UI/UX Designer"", ""job_description"": ""Design user interfaces and experiences, ensuring a seamless digital journey."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""User research"", ""Wireframing"", ""UX design""]}]"
"{{""skill"": ""financial modeling"", ""weight"": 5},{""skill"": ""accounting"", ""weight"": 4},{""skill"": ""data analysis"", ""weight"": 3},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Financial Modeler"", ""job_description"": ""Create and analyze financial models to support business decision-making."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Financial modeling"", ""Accounting"", ""Data analysis""]}, {""job_title"": ""Accountant"", ""job_description"": ""Manage financial records and transactions, ensuring accuracy and compliance."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 58, ""skills"": [""Accounting"", ""Financial modeling"", ""Data analysis""]}, {""job_title"": ""Data Analyst"", ""job_description"": ""Analyze and interpret data to provide valuable insights for decision-making."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Data analysis"", ""Financial modeling"", ""Communication""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Financial modeling"", ""Accounting""]}, {""job_title"": ""Financial Planner"", ""job_description"": ""Develop and implement financial plans, considering investment and risk management."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Financial modeling"", ""Communication"", ""Data analysis""]}]"
"{{""skill"": ""python"", ""weight"": 4},{""skill"": ""machine learning"", ""weight"": 3},{""skill"": ""data science"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Python Developer"", ""job_description"": ""Develop and maintain applications using the Python programming language."", ""job_growth(in percentage)"": ""8.0%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Python"", ""Machine learning"", ""Data science""]}, {""job_title"": ""Machine Learning Engineer"", ""job_description"": ""Design and implement machine learning models for real-world applications."", ""job_growth(in percentage)"": ""7.2%"", ""average_annual_salary(in LPA)"": 62, ""skills"": [""Machine learning"", ""Python"", ""Communication""]}, {""job_title"": ""Data Scientist"", ""job_description"": ""Utilize data science techniques and machine learning algorithms to extract insights from complex datasets."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Data science"", ""Communication"", ""Machine learning""]}, {""job_title"": ""Communication Specialist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Data science"", ""Machine learning""]}, {""job_title"": ""AI Researcher"", ""job_description"": ""Conduct research to advance artificial intelligence technologies and applications."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Machine learning"", ""Data science"", ""Communication""]}]"
"{{""skill"": ""social media marketing"", ""weight"": 5},{""skill"": ""content creation"", ""weight"": 4},{""skill"": ""analytics"", ""weight"": 3},{""skill"": ""communication"", ""weight"": 2}}"," [{""job_title"": ""Social Media Marketing Manager"", ""job_description"": ""Develop and execute social media strategies to enhance brand visibility."", ""job_growth(in percentage)"": ""8.0%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Social media marketing"", ""Content creation"", ""Analytics""]}, {""job_title"": ""Content Creator"", ""job_description"": ""Generate engaging content for various platforms, enhancing brand image."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Content creation"", ""Analytics"", ""Communication""]}, {""job_title"": ""Analytics Specialist"", ""job_description"": ""Analyze data and provide insights for optimizing marketing strategies."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Analytics"", ""Communication"", ""Social media marketing""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Social media marketing"", ""Content creation""]}, {""job_title"": ""Digital Marketing Analyst"", ""job_description"": ""Utilize digital channels for marketing campaigns, analyzing performance metrics."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 50, ""skills"": [""Social media marketing"", ""Content creation"", ""Analytics""]}]"
"{{""skill"": ""project management"", ""weight"": 4},{""skill"": ""agile methodologies"", ""weight"": 3},{""skill"": ""leadership"", ""weight"": 5},{""skill"": ""communication"", ""weight"": 2}}","[{""job_title"": ""Project Manager"", ""job_description"": ""Lead and oversee projects, ensuring successful completion within scope and timeline."", ""job_growth(in percentage)"": ""8.2%"", ""average_annual_salary(in LPA)"": 75, ""skills"": [""Project management"", ""Agile methodologies"", ""Leadership""]}, {""job_title"": ""Agile Project Manager"", ""job_description"": ""Facilitate Agile development processes, ensuring project success."", ""job_growth(in percentage)"": ""7.5%"", ""average_annual_salary(in LPA)"": 65, ""skills"": [""Agile methodologies"", ""Project management"", ""Leadership""]}, {""job_title"": ""Leadership Development Specialist"", ""job_description"": ""Develop and implement programs to enhance leadership skills within organizations."", ""job_growth(in percentage)"": ""7.8%"", ""average_annual_salary(in LPA)"": 70, ""skills"": [""Leadership"", ""Communication"", ""Agile methodologies""]}, {""job_title"": ""Communication Strategist"", ""job_description"": ""Develop and implement communication strategies for organizational success."", ""job_growth(in percentage)"": ""7.0%"", ""average_annual_salary(in LPA)"": 60, ""skills"": [""Communication"", ""Project management"", ""Leadership""]}, {""job_title"": ""Project Coordinator"", ""job_description"": ""Coordinate and oversee project activities, ensuring efficient execution."", ""job_growth(in percentage)"": ""6.5%"", ""average_annual_salary(in LPA)"": 55, ""skills"": [""Project management"", ""Agile methodologies"", ""Communication""]}]"
